"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"33429099999","2013-01-01T02:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","20","26","","","+0.04","7","79","CLR:00","30.19","28.88","6.21","24","230","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN060AAXX  01001 33429 32997 02304 11035 21067 39780 40223 57014;","","","","","","","","","",""
"33429099999","2013-01-01T05:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","20","24","","","+0.03","7","84","","30.16","28.85","6.21","23","240","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN066AAXX  01031 33429 42997 22403 11045 21068 39770 40214 57010 80001;","","","","","","","","","",""
"33429099999","2013-01-01T08:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","17","21","","","+0.05","7","82","","30.15","28.83","6.21","20","220","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN082AAXX  01061 33429 32997 22202 11060 21086 39764 40210 57016 80001 333 21061 44015;","","","","","","","","","",""
"33429099999","2013-01-01T11:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","17","26","","","+0.01","7","68","","30.13","28.82","6.21","23","200","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN066AAXX  01091 33429 42997 22002 11034 21085 39761 40203 57004 80001;","","","","","","","","","",""
"33429099999","2013-01-01T14:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","19","30","","","+0.03","7","64","CLR:00","30.09","28.79","6.21","26","180","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN060AAXX  01121 33429 32997 01802 11012 21073 39751 40189 57010;","","","","","","","","","",""
"33429099999","2013-01-01T17:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","15","26","","","+0.01","7","64","CLR:00","30.09","28.78","6.21","23","190","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN060AAXX  01151 33429 42997 01904 11034 21093 39747 40188 57004;","","","","","","","","","",""
"33429099999","2013-01-01T20:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","19","24","","","+0.01","7","82","CLR:00","30.08","28.77","6.21","22","180","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN070AAXX  01181 33429 32997 01804 11046 21073 39743 40186 57004 333 11010;","","","","","","","","","",""
"33429099999","2013-01-01T23:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","21","23","","","+0.01","7","91","CLR:00","30.07","28.77","6.21","22","180","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN060AAXX  01211 33429 42997 01805 11050 21063 39741 40184 57002;","","","","","","","","","",""
"33429099999","2013-01-02T02:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","18","20","","","+0.00","7","91","CLR:00","30.08","28.76","6.21","19","170","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN060AAXX  02001 33429 32997 01704 11068 21080 39740 40186 57001;","","","","","","","","","",""
"33429099999","2013-01-02T05:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","18","19","","","-0.01","3","96","CLR:00","30.10","28.78","2.49","19","190","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN066AAXX  02031 33429 41996 01903 11072 21077 39745 40192 53005 71000;","","","","","","","","","",""
"33429099999","2013-01-02T08:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","17","18","","","-0.01","2","96","CLR:00","30.11","28.79","1.24","18","190","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN082AAXX  02061 33429 31995 01902 11075 21081 39748 40196 52003 71000 333 21082 44015;","","","","","","","","","",""
"33429099999","2013-01-02T11:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","17","22","","","-0.07","2","82","","30.17","28.85","6.21","20","210","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN066AAXX  02091 33429 42997 22101 11057 21083 39771 40217 52023 80001;","","","","","","","","","",""
"33429099999","2013-01-02T14:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","17","26","","","-0.01","2","70","","30.17","28.87","6.21","23","220","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN066AAXX  02121 33429 32997 62201 11034 21081 39775 40217 52004 80001;","","","","","","","","","",""
"33429099999","2013-01-02T17:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","17","22","","","-0.04","2","82","","30.22","28.90","6.21","20","220","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN066AAXX  02151 33429 42997 62203 11058 21084 39787 40234 52012 80001;","","","","","","","","","",""
"33429099999","2013-01-02T20:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","17","21","","","-0.04","2","87","","30.27","28.94","6.21","20","230","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN076AAXX  02181 33429 32997 52302 11062 21081 39801 40249 52014 80001 333 11017;","","","","","","","","","",""
"33429099999","2013-01-02T23:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","17","20","","","-0.03","2","89","","30.30","28.97","6.21","19","230","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN066AAXX  02211 33429 42997 62303 11068 21084 39810 40260 52009 80001;","","","","","","","","","",""
"33429099999","2013-01-03T05:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","29","31","","","-0.01","2","95","","30.31","29.01","6.21","30","270","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN072AAXX  03031 33429 41997 82705 11008 21015 39823 40263 52004 70272 80007;","","","","","","","","","",""
"33429099999","2013-01-03T08:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","27","30","","","-0.01","2","91","SCT:03 26","30.31","29.02","6.21","29","260","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN100AAXX  03061 33429 11597 62606 11012 21025 39826 40265 52003 69902 70272 83530 333 21074 44015 83626;","","","","","","","","","",""
"33429099999","2013-01-03T11:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","29","33","","","-0.01","2","86","BKN:05 39","30.32","29.03","6.21","31","250","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN076AAXX  03091 33429 42697 82505 10006 21015 39830 40268 52004 8555/ 333 85640;","","","","","","","","","",""
"33429099999","2013-01-03T14:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","29","35","","","+0.06","8","80","","30.26","28.97","6.21","33","250","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN066AAXX  03121 33429 32997 72505 10017 21014 39811 40246 58019 87030;","","","","","","","","","",""
"33429099999","2013-01-03T17:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","27","37","","","+0.04","7","67","","30.21","28.93","6.21","33","250","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN066AAXX  03151 33429 42997 72505 10026 21029 39797 40230 57014 87030;","","","","","","","","","",""
"33429099999","2013-01-03T20:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","28","33","","","+0.05","7","84","BKN:06 5","30.17","28.88","2.49","31","250","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN094AAXX  03181 33429 11296 82508 10005 21020 39781 40217 57016 69912 77172 8672/ 333 10027 86705;","","","","","","","","","",""
"33429099999","2013-01-03T23:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","30","31","","","+0.09","7","94","BKN:06 3","30.08","28.79","1.24","31","230","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN082AAXX  03211 33429 41295 82307 11004 21013 39750 40186 57031 77372 8672/ 333 86703;","","","","","","","","","",""
"33429099999","2013-01-04T05:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","32","33","","","+0.06","7","96","BKN:06 5","29.91","28.63","6.21","33","260","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN082AAXX  04031 33429 41297 82609 10005 21000 39696 40128 57022 77173 8672/ 333 86705;","","","","","","","","","",""
"33429099999","2013-01-04T08:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","33","34","","","+0.03","7","94","BKN:06 6","29.88","28.61","6.21","34","260","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN100AAXX  04061 33429 11297 82609 10012 20004 39687 40117 57009 60062 77173 8672/ 333 21004 44018 86706;","","","","","","","","","",""
"33429099999","2013-01-04T11:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","34","36","","||SHRA","0.00","4","95","BKN:05 6","29.87","28.61","6.21","35","290","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN082AAXX  04091 33429 41297 82908 10020 20012 39687 40116 54000 78087 8632/ 333 85706;","","","","","","","","","",""
"33429099999","2013-01-04T17:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","33","35","","||SHRA","-0.04","3","93","BKN:05 6","29.91","28.64","6.21","34","310","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN082AAXX  04151 33429 41297 83109 10018 20008 39699 40129 53012 78082 8632/ 333 85706;","","","","","","","","","",""
"33429099999","2013-01-04T20:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","33","35","","","-0.00","2","91","OVC:08 11","29.91","28.64","6.21","34","300","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN094AAXX  04181 33429 11497 83007 10018 20005 39700 40130 52001 60062 70282 885// 333 10021 88611;","","","","","","","","","",""
"33429099999","2013-01-04T23:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","32","34","","||SHSN","+0.02","8","92","BKN:05 7","29.90","28.63","6.21","33","300","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN082AAXX  04211 33429 41397 83007 10012 20001 39694 40125 58006 78582 8632/ 333 85707;","","","","","","","","","",""
"33429099999","2013-01-05T05:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","32","34","","||SHSN","+0.04","7","92","BKN:05 7","29.81","28.54","6.21","33","290","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN082AAXX  05031 33429 41397 82906 10011 20000 39666 40096 57014 78582 883// 333 85707;","","","","","","","","","",""
"33429099999","2013-01-05T08:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","32","33","","||SHSN","+0.03","7","98","BKN:06 5","29.78","28.51","2.49","33","300","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN100AAXX  05061 33429 11296 83005 10005 20002 39656 40086 57010 60022 78582 883// 333 20004 44013 86705;","","","","","","","","","",""
"33429099999","2013-01-05T11:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","32","33","","||SHRA","-0.01","3","98","BKN:06 8","29.79","28.52","6.21","33","320","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN082AAXX  05091 33429 41397 83205 10005 20002 39659 40089 53003 78082 8635/ 333 86708;","","","","","","","","","",""
"33429099999","2013-01-05T17:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","29","31","","","-0.03","3","92","BKN:06 12","29.82","28.54","6.21","30","320","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN082AAXX  05151 33429 41497 83207 11005 21017 39666 40098 53011 72682 8655/ 333 86612;","","","","","","","","","",""
"33429099999","2013-01-05T20:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","29","31","","","-0.04","2","93","BKN:06 5","29.87","28.59","1.24","30","340","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN094AAXX  05181 33429 11295 83408 11008 21018 39681 40114 52015 60012 77387 8672/ 333 10008 86705;","","","","","","","","","",""
"33429099999","2013-01-05T23:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","29","30","","","-0.04","2","95","BKN:06 5","29.91","28.63","1.24","30","350","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN082AAXX  05211 33429 41295 83505 11010 21017 39696 40130 52015 77372 8672/ 333 86705;","","","","","","","","","",""
"33429099999","2013-01-06T05:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","29","30","","||SHSN","-0.00","2","95","BKN:05 7","29.93","28.65","1.24","30","330","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN082AAXX  06031 33429 41395 83304 11010 21017 39702 40137 52001 78582 8632/ 333 85707;","","","","","","","","","",""
"33429099999","2013-01-06T08:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","28","30","","||SHSN","-0.04","2","93","BKN:05 9","29.98","28.69","6.21","29","350","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN100AAXX  06061 33429 11397 83509 11012 21022 39715 40151 52013 60032 78583 8632/ 333 21015 48017 85709;","","","","","","","","","",""
"33429099999","2013-01-06T11:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","21","27","","||SHSN","-0.01","2","78","BKN:06 23","30.00","28.70","6.21","25","350","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN082AAXX  06091 33429 41597 83506 11027 21060 39720 40159 52005 78583 8635/ 333 86923;","","","","","","","","","",""
"33429099999","2013-01-06T17:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","21","24","","","+0.02","7","89","BKN:06 7","29.94","28.64","2.49","23","310","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN082AAXX  06151 33429 41396 83103 11044 21060 39700 40140 57008 77187 8672/ 333 86707;","","","","","","","","","",""
"33429099999","2013-01-06T20:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","23","24","","||SHSN","+0.04","7","96","BKN:06 3","29.91","28.61","1.24","24","330","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN094AAXX  06181 33429 11295 83302 11046 21052 39688 40128 57012 60022 78687 883// 333 11010 86703;","","","","","","","","","",""
"33429099999","2013-01-06T23:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","21","23","","||SHSN","-0.01","3","93","BKN:05 7","29.92","28.62","6.21","22","330","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN082AAXX  06211 33429 41397 83304 11050 21060 39692 40133 53004 78582 8635/ 333 85707;","","","","","","","","","",""
"33429099999","2013-01-07T05:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","19","21","","||SHSN","-0.04","2","94","SCT:04 8","30.01","28.70","6.21","20","350","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN082AAXX  07031 33429 41397 83506 11062 21070 39719 40163 52014 78583 8635/ 333 84708;","","","","","","","","","",""
"33429099999","2013-01-07T08:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","18","20","","||SHSN","-0.06","2","91","SCT:03 6","30.08","28.76","6.21","19","360","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN100AAXX  07061 33429 11297 83607 11065 21077 39740 40186 52021 60022 78583 8635/ 333 21070 48019 83706;","","","","","","","","","",""
"33429099999","2013-01-07T11:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","15","19","","||SHSN","-0.08","2","83","SCT:03 7","30.16","28.84","6.21","18","340","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN082AAXX  07091 33429 41397 63406 11072 21097 39766 40214 52026 78583 85330 333 83707;","","","","","","","","","",""
"33429099999","2013-01-07T17:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","16","19","","","-0.04","2","86","BKN:06 12","30.23","28.91","6.21","18","350","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN082AAXX  07151 33429 41497 83507 11070 21090 39789 40238 52014 77187 8652/ 333 86612;","","","","","","","","","",""
"33429099999","2013-01-07T20:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","15","19","","||SHSN","-0.04","2","85","SCT:03 7","30.28","28.95","6.21","18","360","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN094AAXX  07181 33429 11397 83609 11073 21094 39803 40253 52014 69972 78587 8635/ 333 11065 83707;","","","","","","","","","",""
"33429099999","2013-01-07T23:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","14","18","","||SHSN","-0.02","2","84","SCT:03 8","30.30","28.97","6.21","17","360","","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN082AAXX  07211 33429 41397 83610 11077 21099 39810 40261 52007 78583 8635/ 333 83708;","","","","","","","","","",""
"33429099999","2013-01-08T05:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","16","19","","||SHSN","0.00","4","88","SCT:04 7","30.31","28.98","6.21","18","350","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN082AAXX  08031 33429 41397 83507 11074 21091 39813 40264 54000 78583 8635/ 333 84707;","","","","","","","","","",""
"33429099999","2013-01-08T08:00:00","49.4333333","26.9833333","350.0","KHMEL NYTS KYI, UP","FM-12","4","","14","18","","||SHSN","-0.03","3","84","SCT:04 7","30.34","29.01","6.21","17","360","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN100AAXX  08061 33429 11397 83605 11078 21100 39823 40275 53010 69952 78583 8635/ 333 21085 48019 84707;","","","","","","","","","",""
